Aguilcourt-Variscourt,N,O,82000,1.0,Variscourt,Aisne,49.4068531448, 3.9735146175
Amifontaine,O,O,82000,1.0,Amifontaine,Aisne,49.4846966265, 3.91068216921
Suippes,O,O,85000,1.0,Suippes,Marne,49.120068429, 4.54317608161
Jeandelize,O,N,85000,1.0,Jeandelize,Meurthe-et-Moselle,49.1635725893, 5.78894258886
Hatrize,N,O,85000,1.0,Hatrize,Meurthe-et-Moselle,49.1940550367, 5.90734138784
Joeuf,O,O,85000,1.0,Joeuf,Meurthe-et-Moselle,49.2249961484, 6.01760304707
Clermont-en-Argonne,N,O,85000,1.0,Clermont-en-Argonne,Meuse,49.1064384324, 5.06427373586
Baleycourt,O,N,85000,1.0,Verdun,Meuse,49.1354350474, 5.30832565406
Hagondange,O,O,85000,1.0,Hagondange,Moselle,49.2535273404, 6.16395679078
Conflans-Jarny,O,O,86000,1.0,Conflans-en-Jarnisy,Meurthe-et-Moselle,49.1665101188, 5.86817260393
Batilly,O,N,86000,1.0,Batilly,Meurthe-et-Moselle,49.1663382893, 5.9718463458
Sedan,N,O,88000,1.0,Sedan,Ardennes,49.6948628186, 4.93028252686
Dugny,O,N,88000,1.0,Dugny-sur-Meuse,Meuse,49.1106669999, 5.38551217405
